,title,title2,release_year,release_date,video_release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,imdb_id
595,"Fan, The (1996)",The Fan,1996,16-Aug-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt1655606
596,"Hunchback of Notre Dame, The (1996)",The Hunchback of Notre Dame,1996,21-Jun-1996,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0116583
597,Eraser (1996),Eraser,1996,21-Jun-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0116213
598,"Big Squeeze, The (1996)",The Big Squeeze,1996,06-Sep-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115680
599,Police Story 4: Project S (Chao ji ji hua) (1993),Police Story 4: Project S,1993,16-Aug-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0106544
600,Daniel Defoe's Robinson Crusoe (1996),Daniel Defoe's Robinson Crusoe,1996,01-Jan-1996,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117496
601,For Whom the Bell Tolls (1943),For Whom the Bell Tolls,1943,01-Jan-1943,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,tt0035896
602,"American in Paris, An (1951)",An American in Paris,1951,01-Jan-1951,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,tt5003246
603,Rear Window (1954),Rear Window,1954,01-Jan-1954,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0047396
604,It Happened One Night (1934),It Happened One Night,1934,01-Jan-1934,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0025316
605,Meet Me in St. Louis (1944),Meet Me in St. Louis,1944,01-Jan-1944,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0037059
606,All About Eve (1950),All About Eve,1950,01-Jan-1950,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0042192
607,Rebecca (1940),Rebecca,1940,01-Jan-1940,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,tt0032976
608,Spellbound (1945),Spellbound,1945,01-Jan-1945,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,tt0038109
609,Father of the Bride (1950),Father of the Bride,1950,01-Jan-1950,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0042451
610,Gigi (1958),Gigi,1958,01-Jan-1958,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0051658
611,Laura (1944),Laura,1944,01-Jan-1944,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,tt0037008
612,Lost Horizon (1937),Lost Horizon,1937,01-Jan-1937,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0029162
613,My Man Godfrey (1936),My Man Godfrey,1936,01-Jan-1936,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0028010
614,Giant (1956),Giant,1956,01-Jan-1956,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0049261
615,"39 Steps, The (1935)",The 39 Steps,1935,01-Jan-1935,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0026029
616,Night of the Living Dead (1968),Night of the Living Dead,1968,01-Jan-1968,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,tt0063350
617,"Blue Angel, The (Blaue Engel, Der) (1930)",The Blue Angel,1930,01-Jan-1930,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0020697
618,Picnic (1955),Picnic,1955,01-Jan-1955,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0048491
619,Extreme Measures (1996),Extreme Measures,1996,27-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0116259
620,"Chamber, The (1996)",The Chamber,1996,11-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115862
621,"Davy Crockett, King of the Wild Frontier (1955)",King of the Wild Frontier Davy Crockett,1955,01-Jan-1955,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0047977
622,Swiss Family Robinson (1960),Swiss Family Robinson,1960,01-Jan-1960,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0054357
623,Angels in the Outfield (1994),Angels in the Outfield,1994,01-Jan-1994,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109127
624,"Three Caballeros, The (1945)",The Three Caballeros,1945,01-Jan-1945,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0038166
625,"Sword in the Stone, The (1963)",The Sword in the Stone,1963,01-Jan-1963,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0057546
626,So Dear to My Heart (1949),So Dear to My Heart,1949,01-Jan-1949,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0041890
627,Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0102798
628,Sleepers (1996),Sleepers,1996,18-Oct-1996,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0117665
629,Victor/Victoria (1982),Victor/Victoria,1982,01-Jan-1982,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0084865
630,"Great Race, The (1965)",The Great Race,1965,01-Jan-1965,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt1304955
631,"Crying Game, The (1992)",The Crying Game,1992,01-Jan-1992,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,tt0104036
632,Sophie's Choice (1982),Sophie's Choice,1982,01-Jan-1982,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0084707
633,"Christmas Carol, A (1938)",A Christmas Carol,1938,01-Jan-1938,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt1067106
634,Microcosmos: Le peuple de l'herbe (1996),Microcosmos: Le peuple de l'herbe,1996,11-Oct-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0117040
635,"Fog, The (1980)",The Fog,1980,01-Jan-1980,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt6868906
636,Escape from New York (1981),Escape from New York,1981,01-Jan-1981,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0082340
637,"Howling, The (1981)",The Howling,1981,01-Jan-1981,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0082533
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",The Return of Martin Guerre,1982,01-Jan-1982,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0084589
639,"Tin Drum, The (Blechtrommel, Die) (1979)",The Tin Drum,1979,01-Jan-1979,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0078875
640,"Cook the Thief His Wife & Her Lover, The (1989)",The Cook the Thief His Wife & Her Lover,1989,01-Jan-1989,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0097108
641,Paths of Glory (1957),Paths of Glory,1957,01-Jan-1957,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0050825
642,"Grifters, The (1990)",The Grifters,1990,01-Jan-1990,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,tt0099703
643,The Innocent (1994),The Innocent,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0110139
644,"Thin Blue Line, The (1988)",The Thin Blue Line,1988,01-Jan-1988,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt2561666
645,Paris Is Burning (1990),Paris Is Burning,1990,01-Jan-1990,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0100332
646,Once Upon a Time in the West (1969),Once Upon a Time in the West,1969,01-Jan-1969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0064116
647,Ran (1985),Ran,1985,01-Jan-1985,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0089881
648,"Quiet Man, The (1952)",The Quiet Man,1952,01-Jan-1952,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0045061
649,Once Upon a Time in America (1984),Once Upon a Time in America,1984,01-Jan-1984,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,tt0087843
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",The Seventh Seal,1957,01-Jan-1957,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0050976
651,Glory (1989),Glory,1989,01-Jan-1989,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0097441
652,Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead,1990,01-Jan-1990,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0100519
653,Touch of Evil (1958),Touch of Evil,1958,01-Jan-1958,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,tt0052311
654,Chinatown (1974),Chinatown,1974,01-Jan-1974,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,tt0071315
655,Stand by Me (1986),Stand by Me,1986,01-Jan-1986,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0092005
656,M (1931),M,1931,01-Jan-1931,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,tt0022100
657,"Manchurian Candidate, The (1962)",The Manchurian Candidate,1962,01-Jan-1962,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,tt0368008
658,Pump Up the Volume (1990),Pump Up the Volume,1990,01-Jan-1990,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0100436
659,Arsenic and Old Lace (1944),Arsenic and Old Lace,1944,01-Jan-1944,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0036613
660,Fried Green Tomatoes (1991),Fried Green Tomatoes,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0101921
661,High Noon (1952),High Noon,1952,01-Jan-1952,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0044706
662,Somewhere in Time (1980),Somewhere in Time,1980,01-Jan-1980,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0081534
663,Being There (1979),Being There,1979,01-Jan-1979,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0078841
664,"Paris, Texas (1984)",Texas Paris,1984,01-Jan-1984,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0087884
665,Alien 3 (1992),Alien 3,1992,01-Jan-1992,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,tt0103644
666,Blood For Dracula (Andy Warhol's Dracula) (1974),Blood For Dracula,1974,01-Jan-1974,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0071233
667,Audrey Rose (1977),Audrey Rose,1977,01-Jan-1977,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0075704
668,Blood Beach (1981),Blood Beach,1981,01-Jan-1981,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0082818
669,Body Parts (1991),Body Parts,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0101492
670,Body Snatchers (1993),Body Snatchers,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,tt0106452
671,Bride of Frankenstein (1935),Bride of Frankenstein,1935,01-Jan-1935,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0026138
672,Candyman (1992),Candyman,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0103919
673,Cape Fear (1962),Cape Fear,1962,01-Jan-1962,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,tt0055824
674,Cat People (1982),Cat People,1982,01-Jan-1982,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0083722
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Nosferatu,1922,01-Jan-1922,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0013442
676,"Crucible, The (1996)",The Crucible,1996,27-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115988
677,Fire on the Mountain (1996),Fire on the Mountain,1996,24-Jan-1997,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0116310
678,Volcano (1997),Volcano,1997,25-Apr-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0120461
679,Conan the Barbarian (1981),Conan the Barbarian,1981,01-Jan-1981,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0816462
680,Kull the Conqueror (1997),Kull the Conqueror,1997,29-Aug-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119484
681,Wishmaster (1997),Wishmaster,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0120524
682,I Know What You Did Last Summer (1997),I Know What You Did Last Summer,1997,17-Oct-1997,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,tt0119345
683,Rocket Man (1997),Rocket Man,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120029
684,In the Line of Fire (1993),In the Line of Fire,1993,01-Jan-1993,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0107206
685,Executive Decision (1996),Executive Decision,1996,09-Mar-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0116253
686,"Perfect World, A (1993)",A Perfect World,1993,01-Jan-1993,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107808
687,McHale's Navy (1997),McHale's Navy,1997,18-Apr-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,tt0119640
688,Leave It to Beaver (1997),Leave It to Beaver,1997,22-Aug-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119509
689,"Jackal, The (1997)",The Jackal,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0119395
690,Seven Years in Tibet (1997),Seven Years in Tibet,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0120102
691,Dark City (1998),Dark City,1998,09-Jan-1998,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,tt0118929
692,"American President, The (1995)",The American President,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0112346
693,Casino (1995),Casino,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0112641
694,Persuasion (1995),Persuasion,1995,25-Sep-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0114117
695,Kicking and Screaming (1995),Kicking and Screaming,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113537
696,City Hall (1996),City Hall,1996,16-Feb-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0115907
697,"Basketball Diaries, The (1995)",The Basketball Diaries,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0112461
698,"Browning Version, The (1994)",The Browning Version,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109340
699,Little Women (1994),Little Women,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110367
700,Miami Rhapsody (1995),Miami Rhapsody,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113808
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","Horrible Life of Leni Riefenstahl, The Wonderful",1993,01-Jan-1993,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0107472
702,Barcelona (1994),Barcelona,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0109219
703,Widows' Peak (1994),Widows' Peak,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111712
704,"House of the Spirits, The (1993)",The House of the Spirits,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0107151
705,Singin' in the Rain (1952),Singin' in the Rain,1952,01-Jan-1952,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,tt0045152
706,Bad Moon (1996),Bad Moon,1996,01-Nov-1996,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0115610
707,Enchanted April (1991),Enchanted April,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0101811
708,"Sex, Lies, and Videotape (1989)","Lies, and Videotape Sex",1989,01-Jan-1989,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0098724
709,Strictly Ballroom (1992),Strictly Ballroom,1992,01-Jan-1992,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0105488
710,Better Off Dead... (1985),Better Off Dead...,1985,01-Jan-1985,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0088794
711,"Substance of Fire, The (1996)",The Substance of Fire,1996,06-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117773
712,Tin Men (1987),Tin Men,1987,01-Jan-1987,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0094155
713,Othello (1995),Othello,1995,18-Dec-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114057
714,Carrington (1995),Carrington,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0112637
715,To Die For (1995),To Die For,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114681
716,Home for the Holidays (1995),Home for the Holidays,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0113321
717,"Juror, The (1996)",The Juror,1996,01-Jan-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0116731
718,In the Bleak Midwinter (1995),In the Bleak Midwinter,1995,23-Feb-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0598888
719,Canadian Bacon (1994),Canadian Bacon,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,tt0109370
720,First Knight (1995),First Knight,1995,01-Jan-1995,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0113071
721,Mallrats (1995),Mallrats,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113749
722,Nine Months (1995),Nine Months,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113986
723,Boys on the Side (1995),Boys on the Side,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0112571
724,Circle of Friends (1995),Circle of Friends,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0112679
725,Exit to Eden (1994),Exit to Eden,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109758
726,Fluke (1995),Fluke,1995,01-Jan-1995,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113089
727,Immortal Beloved (1994),Immortal Beloved,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0110116
728,Junior (1994),Junior,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0110216
729,Nell (1994),Nell,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110638
730,"Queen Margot (Reine Margot, La) (1994)",Queen Margot,1994,01-Jan-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0110963
731,"Corrina, Corrina (1994)",Corrina Corrina,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0109484
732,Dave (1993),Dave,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0106673
733,Go Fish (1994),Go Fish,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0109913
734,Made in America (1993),Made in America,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0107478
735,Philadelphia (1993),Philadelphia,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107818
736,Shadowlands (1993),Shadowlands,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0108101
737,Sirens (1994),Sirens,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111201
738,Threesome (1994),Threesome,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0111418
739,Pretty Woman (1990),Pretty Woman,1990,01-Jan-1990,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0100405
740,Jane Eyre (1996),Jane Eyre,1996,05-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0116684
741,"Last Supper, The (1995)",The Last Supper,1995,05-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt2000418
742,Ransom (1996),Ransom,1996,08-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0117438
743,"Crow: City of Angels, The (1996)",The Crow: City of Angels,1996,30-Aug-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0115986
744,Michael Collins (1996),Michael Collins,1996,11-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0117039
745,"Ruling Class, The (1972)",The Ruling Class,1972,01-Jan-1972,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0069198
746,Real Genius (1985),Real Genius,1985,01-Jan-1985,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0089886
747,Benny & Joon (1993),Benny & Joon,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0106387
748,"Saint, The (1997)",The Saint,1997,14-Mar-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,tt0120053
749,"MatchMaker, The (1997)",The MatchMaker,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt5191302
750,Amistad (1997),Amistad,1997,18-Dec-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118607
751,Tomorrow Never Dies (1997),Tomorrow Never Dies,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,tt0120347
752,"Replacement Killers, The (1998)",The Replacement Killers,1998,06-Feb-1998,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120008
753,Burnt By the Sun (1994),Burnt By the Sun,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111579
754,Red Corner (1997),Red Corner,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,tt0119994
755,Jumanji (1995),Jumanji,1995,01-Jan-1995,,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,tt0113497
756,Father of the Bride Part II (1995),Father of the Bride Part II,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113041
757,Across the Sea of Time (1995),Across the Sea of Time,1995,01-Jan-1995,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0112286
758,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,1996,01-Jan-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0116839
759,Fair Game (1995),Fair Game,1995,01-Jan-1995,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113010
760,Screamers (1995),Screamers,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0114367
761,Nick of Time (1995),Nick of Time,1995,01-Jan-1995,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0113972
762,Beautiful Girls (1996),Beautiful Girls,1996,09-Feb-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115639
763,Happy Gilmore (1996),Happy Gilmore,1996,16-Feb-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116483
764,If Lucy Fell (1996),If Lucy Fell,1996,08-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0116606
765,Boomerang (1992),Boomerang,1992,01-Jan-1992,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0103859
766,Man of the Year (1995),Man of the Year,1995,01-Mar-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0113756
767,"Addiction, The (1995)",The Addiction,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt3663930
768,Casper (1995),Casper,1995,01-Jan-1995,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112642
